,userId,itemId,Xmin,Ymin,Xmax,Ymax,L,H,P,S,L/H,D
2212,166,6665,49,850,81,878,32,28,120,896,1.1428571428571428,42.5205832509386
2213,875,6665,48,854,80,873,32,19,102,608,1.6842105263157894,37.21558813185679
2214,266,6665,48,850,77,876,29,26,110,754,1.1153846153846154,38.948684188300895
2215,161,6665,46,851,77,875,31,24,110,744,1.2916666666666667,39.20459156782532
2216,947,5920,145,719,413,898,268,179,894,47972,1.4972067039106145,322.28093334853054
2217,1420,5920,136,714,419,919,283,205,976,58015,1.380487804878049,349.44813635216315
2218,1434,5920,135,711,420,916,285,205,980,58425,1.3902439024390243,351.0697936308392
2219,1268,26858,130,227,814,636,684,409,2186,279756,1.6723716381418092,796.9548293347623
2220,1114,26858,49,195,837,613,788,418,2412,329384,1.8851674641148328,892.0022421496484
2221,567,26858,339,229,830,545,491,316,1614,155156,1.5537974683544304,583.8981075495964
2222,115,26858,23,159,801,669,778,510,2576,396780,1.5254901960784313,930.2601786597124
2223,1643,26858,60,188,816,640,756,452,2416,341712,1.672566371681416,880.8178018182875
2224,1418,26858,19,190,799,604,780,414,2388,322920,1.884057971014493,883.0605868228974
2225,421,9922,70,638,669,1084,599,446,2090,267154,1.34304932735426,746.8045259637893
2226,344,9922,540,791,658,831,118,40,316,4720,2.95,124.59534501738017
2227,187,9922,95,690,784,1144,689,454,2286,312806,1.5176211453744493,825.1284748449783
2228,396,30583,145,573,422,828,277,255,1064,70635,1.0862745098039217,376.5023240300118
2229,1046,30583,156,601,460,789,304,188,984,57152,1.6170212765957446,357.4353088322417
2230,226,30583,185,609,397,788,212,179,782,37948,1.1843575418994414,277.46170906991836
2231,621,30583,141,581,368,804,227,223,900,50621,1.0179372197309418,318.2106220728654
2232,118,30583,162,579,410,815,248,236,968,58528,1.0508474576271187,342.3448553724738
2233,886,30583,150,577,430,826,280,249,1058,69720,1.1244979919678717,374.70121430280955
2234,1594,30583,132,573,436,832,304,259,1126,78736,1.1737451737451738,399.3707550635124
2235,1065,5676,95,941,165,1034,70,93,326,6510,0.7526881720430108,116.40017182117903
2236,149,5676,129,932,174,1033,45,101,292,4545,0.4455445544554456,110.57124400132251
2237,493,5676,102,930,195,1041,93,111,408,10323,0.8378378378378378,144.81022063376605
2238,137,5676,111,917,205,1041,94,124,436,11656,0.7580645161290323,155.60205654167942
2239,1723,5676,186,927,187,928,1,1,4,1,1.0,1.4142135623730951
2240,90,5676,86,938,206,1041,120,103,446,12360,1.1650485436893203,158.14234094637652
2241,809,5676,107,924,210,1042,103,118,442,12154,0.8728813559322034,156.6301375853319
2242,1451,5676,107,933,194,1041,87,108,390,9396,0.8055555555555556,138.68309197591464
2243,969,5676,139,964,155,988,16,24,80,384,0.6666666666666666,28.844410203711913
2244,865,5676,99,933,207,1042,108,109,434,11772,0.9908256880733946,153.44380078712857
2245,967,5676,115,927,181,1036,66,109,350,7194,0.6055045871559633,127.4244874425634
2246,1700,24381,57,310,479,662,422,352,1548,148544,1.1988636363636365,549.5343483350244
2247,1223,24381,37,304,510,676,473,372,1690,175956,1.271505376344086,601.7582571099462
2248,620,24381,62,370,489,626,427,256,1366,109312,1.66796875,497.86042220686716
2249,1610,19239,164,541,911,1152,747,611,2716,456417,1.2225859247135842,965.0544026115833
2250,944,19239,49,453,999,1181,950,728,3356,691600,1.304945054945055,1196.8642362440278
2251,891,19239,23,428,1040,1181,1017,753,3540,765801,1.350597609561753,1265.4240396009552
2252,1185,19239,19,426,1040,1179,1021,753,3548,768813,1.3559096945551128,1268.6410051704934
2253,894,19239,137,488,989,1175,852,687,3078,585324,1.240174672489083,1094.4738461927723
2254,240,19239,351,601,760,1124,409,523,1864,213907,0.7820267686424475,663.9352378056161
2255,809,15763,51,324,820,848,769,524,2586,402956,1.467557251908397,930.5573598655808
2256,651,15763,79,325,728,811,649,486,2270,315414,1.3353909465020577,810.8002220029297
2257,961,15763,305,497,567,640,262,143,810,37466,1.8321678321678316,298.4845054605012
2258,965,15763,72,316,720,802,648,486,2268,314928,1.3333333333333333,810.0
2259,537,15763,340,527,480,581,140,54,388,7560,2.592592592592593,150.05332385522155
2260,656,32366,44,378,320,658,276,280,1112,77280,0.9857142857142858,393.1615444063674
2261,1244,32366,27,369,338,660,311,291,1204,90501,1.0687285223367695,425.9131366839957
2262,1684,32366,54,386,310,619,256,233,978,59648,1.098712446351931,346.1574786134195
2263,375,32366,53,369,321,636,268,267,1070,71556,1.00374531835206,378.3027887816848
2264,766,18493,92,472,309,647,217,175,784,37975,1.24,278.77230852435827
2265,699,18493,37,451,304,655,267,204,942,54468,1.3088235294117647,336.0133925902359
2266,1567,18493,17,387,462,712,445,325,1540,144625,1.3692307692307693,551.0444628158422
2267,1074,18493,51,425,390,671,339,246,1170,83394,1.3780487804878048,418.8520025020771
2268,1370,15374,63,770,195,915,132,145,554,19140,0.9103448275862068,196.08416560242696
2269,387,15374,46,755,208,920,162,165,654,26730,0.9818181818181818,231.23364807051763
2270,1107,15374,41,774,204,924,163,150,626,24450,1.086666666666667,221.51523649627356
2271,809,15150,125,432,489,697,364,265,1258,96460,1.3735849056603773,450.2454885948331
2272,1508,15150,136,466,485,700,349,234,1166,81666,1.4914529914529917,420.18686319303225
2273,1067,15150,108,408,540,702,432,294,1452,127008,1.4693877551020411,522.5514328752721
2274,1562,15150,147,449,434,630,287,181,936,51947,1.5856353591160222,339.3081195609678
2275,1136,15150,142,449,537,685,395,236,1262,93220,1.6737288135593218,460.1315029423654
2276,105,30112,100,419,894,936,794,517,2622,410498,1.5357833655705997,947.4835090913192
2277,1748,30112,96,452,854,932,758,480,2476,363840,1.5791666666666666,897.1978600063645
2278,831,30112,68,419,706,970,638,551,2378,351538,1.1578947368421053,842.9976275174207
2279,1351,32551,54,1477,75,1491,21,14,70,294,1.5,25.238858928247925
2280,656,32551,55,1477,74,1491,19,14,66,266,1.3571428571428572,23.600847442411894
2281,1513,32551,55,1477,75,1491,20,14,68,280,1.4285714285714286,24.413111231467404
2282,465,32182,77,392,242,497,165,105,540,17325,1.5714285714285714,195.57607215607945
2283,952,32182,86,384,217,499,131,115,492,15065,1.1391304347826088,174.3158053648607
2284,1548,32182,78,373,240,534,162,161,646,26082,1.0062111801242235,228.39658491317246
2285,191,32182,62,420,271,487,209,67,552,14003,3.1194029850746268,219.4766502386985
2286,525,32182,95,380,216,505,121,125,492,15125,0.968,173.97126199461795
2287,128,32182,58,368,268,497,210,129,678,27090,1.627906976744186,246.45689278249046
2288,1281,32182,87,369,261,502,174,133,614,23142,1.3082706766917294,219.0091322296858
2289,237,32182,72,381,251,574,179,193,744,34547,0.9274611398963728,263.2299375071156
2290,1709,32182,49,356,245,506,196,150,692,29400,1.3066666666666666,246.81166909204273
2291,105,30121,309,455,416,609,107,154,522,16478,0.6948051948051948,187.52333188166213
2292,602,30121,45,460,424,772,379,312,1382,118248,1.2147435897435896,490.90223059179516
2293,1295,30121,172,462,400,627,228,165,786,37620,1.3818181818181818,281.44093518889537
2294,1741,30121,46,450,417,782,371,332,1406,123172,1.1174698795180722,497.86042220686716
2295,1748,30121,60,458,397,750,337,292,1258,98404,1.154109589041096,445.9069409641433
2296,1585,30121,64,548,179,712,115,164,558,18860,0.7012195121951219,200.30227157973022
2297,831,30121,78,460,424,690,346,230,1152,79580,1.5043478260869565,415.47081726638754
2298,161,30121,36,516,209,777,173,261,868,45153,0.6628352490421456,313.12936623702353
2299,212,30121,70,559,173,763,103,204,614,21012,0.5049019607843137,228.52789764052878
2300,592,22330,46,831,59,845,13,14,54,182,0.9285714285714286,19.1049731745428
2301,693,22330,46,831,60,845,14,14,56,196,1.0,19.79898987322333
2302,93,22330,47,832,58,845,11,13,48,143,0.8461538461538461,17.029386365926403
2303,1435,4846,87,717,382,953,295,236,1062,69620,1.25,377.78433000853806
2304,1438,4846,58,706,385,904,327,198,1050,64746,1.6515151515151516,382.27346232769025
2305,1229,4846,52,708,388,955,336,247,1166,82992,1.360323886639676,417.0191842109905
2306,66,9813,62,967,219,1098,157,131,576,20567,1.1984732824427482,204.47493733951845
2307,886,9813,59,972,223,1098,164,126,580,20664,1.3015873015873016,206.81392603013947
2308,458,9813,91,974,225,1089,134,115,498,15410,1.1652173913043478,176.58142597679972
2309,60,26303,43,294,650,920,607,626,2466,379982,0.9696485623003196,871.9661690685024
2310,1532,26303,54,291,637,982,583,691,2548,402853,0.8437047756874095,904.085172978741
2311,1218,26303,57,313,640,1001,583,688,2542,401104,0.8473837209302325,901.7943224483064
2312,1264,26303,6,272,676,1077,670,805,2950,539350,0.8322981366459627,1047.3418735064497
2313,507,26303,52,362,677,927,625,565,2380,353125,1.106194690265487,842.525963991615
2314,1046,26303,185,514,530,879,345,365,1420,125925,0.9452054794520548,502.24496015390736
2315,671,26303,77,303,83,310,6,7,26,42,0.8571428571428571,9.219544457292887
2316,1472,26303,70,359,668,995,598,636,2468,380328,0.940251572327044,872.9833904490966
2317,788,26303,70,322,662,1023,592,701,2586,414992,0.8445078459343794,917.5320157901848
2318,1470,26303,73,323,671,1014,598,691,2578,413218,0.8654124457308249,913.8298528719665
2319,886,26303,38,281,641,1054,603,773,2752,466119,0.7800776196636481,980.3764583056858
2320,1368,26303,77,514,536,762,459,248,1414,113832,1.8508064516129032,521.7135229223027
2321,1411,26303,21,286,666,1073,645,787,2864,507615,0.8195679796696315,1017.5431194794646
2322,1186,34994,122,851,556,1254,434,403,1674,174902,1.0769230769230769,592.2541684108268
2323,525,34994,217,869,469,1248,252,379,1262,95508,0.6649076517150396,455.1318490283887
2324,191,34994,158,857,464,1176,306,319,1250,97614,0.9592476489028212,442.0373287404583
2325,748,14350,113,563,220,708,107,145,504,15515,0.7379310344827587,180.20543831971332
2326,1177,14350,39,531,119,628,80,97,354,7760,0.8247422680412371,125.73384588089239
2327,336,14350,46,519,301,765,255,246,1002,62730,1.0365853658536586,354.31765409022455
2328,1233,14350,36,520,294,748,258,228,972,58824,1.131578947368421,344.30800164968576
2329,1710,14350,47,499,259,784,212,285,994,60420,0.7438596491228069,355.2027589982938
2330,1048,14350,41,513,284,740,243,227,940,55161,1.0704845814977977,332.53270515845503
2331,802,14350,129,562,258,703,129,141,540,18189,0.9148936170212766,191.10729970359583
2332,947,14350,42,533,111,647,69,114,366,7866,0.6052631578947368,133.25539388707685
2333,255,10626,127,622,629,893,502,271,1546,136042,1.85239852398524,570.4778698599973
2334,1239,10626,166,632,585,866,419,234,1306,98046,1.790598290598291,479.9135338787603
2335,140,10626,125,579,712,906,587,327,1828,191949,1.7951070336391437,671.9360088579864
2336,1663,10626,119,652,619,871,500,219,1438,109500,2.2831050228310503,545.8580401532985
2337,305,10626,200,603,205,606,5,3,16,15,1.6666666666666667,5.830951894845301
2338,805,10626,68,614,606,883,538,269,1614,144722,2.0,601.5022859474434
2339,1585,28398,42,706,321,850,279,144,846,40176,1.9375,313.9697437652233
2340,822,28398,69,711,291,880,222,169,782,37518,1.3136094674556211,279.00716836669267
2341,1257,28398,47,708,318,883,271,175,892,47425,1.5485714285714285,322.5926223582926
2342,735,27993,391,609,577,797,186,188,748,34968,0.9893617021276596,264.4617174564213
2343,1411,27993,208,503,601,844,393,341,1468,134013,1.152492668621701,520.3172109396344
2344,172,27993,374,555,595,840,221,285,1012,62985,0.775438596491228,360.64664146502184
2345,886,27993,384,588,592,797,208,209,834,43472,0.9952153110047848,294.8643756034289
2346,66,27993,393,584,588,803,195,219,828,42705,0.8904109589041096,293.23369519889764
2347,282,27993,393,596,578,829,185,233,836,43105,0.7939914163090128,297.51302492496023
2348,141,32,42,799,128,881,86,82,336,7052,1.0487804878048779,118.82760622010359
2349,366,32,39,809,128,884,89,75,328,6675,1.1866666666666668,116.3872845288522
2350,903,32,41,809,126,883,85,74,318,6290,1.148648648648649,112.69871339105873
2351,1224,17990,75,779,502,1118,427,339,1532,144753,1.2595870206489677,545.2063829413592
2352,1045,17990,42,783,505,1145,463,362,1650,167606,1.2790055248618784,587.7184700177459
2353,109,17990,99,773,574,1178,475,405,1760,192375,1.1728395061728396,624.2195126716242
2354,1473,17990,59,778,574,1170,515,392,1814,201880,1.3137755102040816,647.216347135948
2355,116,17990,54,765,571,1172,517,407,1848,210419,1.2702702702702702,657.9802428644799
2356,369,16809,99,1015,432,1274,333,259,1184,86247,1.2857142857142858,421.86490728668105
2357,538,16809,53,1007,479,1359,426,352,1556,149952,1.2102272727272727,552.6119796023246
2358,264,16809,48,984,486,1414,438,430,1736,188340,1.0186046511627906,613.7947539691098
2359,862,190,62,749,648,1437,586,688,2548,403168,0.8517441860465116,903.7366873155034
2360,252,190,162,758,608,1517,446,759,2410,338514,0.5876152832674572,880.3391391957988
2361,700,190,128,817,666,1497,538,680,2436,365840,0.7911764705882353,867.0893840890915
2362,1662,190,55,740,642,1456,587,716,2606,420292,0.8198324022346368,925.8644609228718
2363,436,190,52,771,685,1487,633,716,2698,453228,0.8840782122905028,955.6908495952025
2364,1435,20303,110,228,650,825,540,597,2274,322380,0.9045226130653268,804.9900620504578
2365,337,20303,79,243,620,836,541,593,2268,320813,0.9123102866779088,802.7016880510467
2366,523,20303,90,136,625,811,535,675,2420,361125,0.7925925925925926,861.307146144742
2367,1182,20303,276,272,667,706,391,434,1650,169694,0.9009216589861752,584.1549451986176
2368,71,20303,158,173,655,742,497,569,2132,282793,0.8734622144112478,755.4932163825166
2369,848,20303,290,222,689,516,399,294,1386,117306,1.3571428571428572,495.6177962906498
2370,852,20303,101,208,639,816,538,608,2292,327104,0.8848684210526315,811.8546667969582
2371,843,20303,130,184,635,632,505,448,1906,226240,1.1272321428571428,675.0770326414608
2372,30,20303,339,206,614,551,275,345,1240,94875,0.7971014492753623,441.1915683691156
2373,413,16538,57,1037,71,1051,14,14,56,196,1.0,19.79898987322333
2374,477,16538,56,1038,70,1051,14,13,54,182,1.0769230769230769,19.1049731745428
2375,193,16538,55,1036,71,1052,16,16,64,256,1.0,22.627416997969522
2376,636,23135,70,460,416,709,346,249,1190,86154,1.3895582329317269,426.28277000132204
2377,68,23135,80,461,361,693,281,232,1026,65192,1.2112068965517242,364.3967617858315
2378,682,23135,82,468,397,679,315,211,1052,66465,1.4928909952606635,379.1384971220939
2379,576,23135,42,454,422,705,380,251,1262,95380,1.5139442231075697,455.4129993752923
2380,1549,23135,94,456,380,704,286,248,1068,70928,1.153225806451613,378.549864614954
2381,752,23135,36,453,414,715,378,262,1280,99036,1.4427480916030535,459.92173247195007
2382,27,23135,93,462,332,673,239,211,900,50429,1.132701421800948,318.8134250623709
2383,472,23135,76,470,402,659,326,189,1030,61614,1.7248677248677249,376.8248930206177
2384,15,23135,42,459,419,708,377,249,1252,93873,1.5140562248995983,451.8074811244276
2385,952,23135,149,473,324,711,175,238,826,41650,0.7352941176470589,295.4132698441287
2386,525,23135,104,489,307,672,203,183,772,37149,1.1092896174863387,273.3093485411723
2387,228,3382,83,967,350,1166,267,199,932,53133,1.3417085427135678,333.0015014981164
2388,618,3382,70,1009,402,1187,332,178,1020,59096,1.8651685393258424,376.70678252455184
2389,1263,3382,83,935,363,1182,280,247,1054,69160,1.1336032388663968,373.3751464679994
2390,1668,12564,33,605,691,1244,658,639,2594,420462,1.029733959311424,917.2158960680958
2391,1672,12564,22,592,907,1246,885,654,3078,578790,1.3532110091743121,1100.4276441456748
2392,909,12564,94,605,750,1238,656,633,2578,415248,1.0363349131121642,911.6057261777155
2393,650,12564,27,588,915,1249,888,661,3098,586968,1.3434190620272315,1107.0072267153453
2394,1389,12564,22,594,907,1246,885,652,3074,577020,1.3573619631901839,1099.2401921327294
2395,1352,2685,44,871,397,1132,353,261,1228,92133,1.3524904214559388,439.0102504498044
2396,268,2685,43,895,237,1036,194,141,670,27354,1.375886524822695,239.82702099638396
2397,96,2685,64,878,382,1115,318,237,1110,75366,1.3417721518987342,396.60181542700985
2398,164,2685,192,936,394,1127,202,191,786,38582,1.057591623036649,278.0017985553331
2399,550,2685,49,876,394,1133,345,257,1204,88665,1.3424124513618676,430.20227800419656
2400,1028,2685,210,1014,267,1065,57,51,216,2907,1.1176470588235294,76.48529270389177
2401,655,2685,82,881,373,1131,291,250,1082,72750,1.1640000000000001,383.64175997928066
2402,105,2685,70,880,385,1129,315,249,1128,78435,1.2650602409638554,401.529575498493
2403,612,28739,80,998,929,1372,849,374,2446,317526,2.270053475935829,927.7267916795332
2404,61,28739,104,964,900,1330,796,366,2324,291336,2.1748633879781423,876.1118650035507
2405,619,28739,121,952,926,1407,805,455,2520,366275,1.7692307692307692,924.6891369536035
2406,291,8316,136,792,336,956,200,164,728,32800,1.2195121951219512,258.6426105652354
2407,421,8316,101,798,230,956,129,158,574,20382,0.8164556962025317,203.9730374338726
2408,899,8316,47,794,224,957,177,163,680,28851,1.0858895705521472,240.6200324162558
2409,74,8316,71,799,358,926,287,127,828,36449,2.25984251968504,313.84391024839084
2410,124,8316,38,784,249,954,211,170,762,35870,1.241176470588235,270.96309711840837
2411,25,8316,127,815,191,870,64,55,238,3520,1.1636363636363636,84.38601779915912
2412,343,8316,69,792,224,945,155,153,616,23715,1.0130718954248366,217.79348015953096
2413,753,8316,43,752,284,959,241,207,896,49887,1.1642512077294689,317.6948221170751
2414,635,8316,69,818,215,937,146,119,530,17374,1.2268907563025209,188.35339126227592
2415,76,8316,78,798,234,941,156,143,598,22308,1.0909090909090908,211.62466774929618
2416,32,34247,50,1322,218,1416,168,94,524,15792,1.7872340425531914,192.50974001333023
2417,94,34247,50,1319,218,1433,168,114,564,19152,1.4736842105263157,203.02709178826356
2418,250,34247,50,1311,147,1423,97,112,418,10864,0.8660714285714286,148.16544806398016
2419,765,34247,53,1321,137,1408,84,87,342,7308,0.9655172413793104,120.93386622447825
2420,138,34247,63,1338,134,1405,71,67,276,4757,1.0597014925373134,97.62171889492625
2421,88,34247,50,1329,205,1414,155,85,480,13175,1.8235294117647056,176.7766952966369
2422,814,34247,56,1323,197,1413,141,90,462,12690,1.5666666666666669,167.2752223134078
2423,1092,5778,292,796,694,1191,402,395,1594,158790,1.017721518987342,563.5858408441433
2424,1097,5778,242,809,679,1195,437,386,1646,168682,1.1321243523316062,583.0651764597162
2425,1399,5778,333,860,589,1114,256,254,1020,65024,1.0078740157480317,360.6272313622475
2426,830,5778,284,838,496,1041,212,203,830,43036,1.0443349753694582,293.51831288694746
2427,1459,5778,310,825,652,1161,342,336,1356,114912,1.0178571428571428,479.4371700233514
2428,1353,5778,301,830,681,1200,380,370,1500,140600,1.027027027027027,530.3772242470448
2429,1694,5778,288,830,585,1206,297,376,1346,111672,0.7898936170212766,479.15028957520207
2430,1164,5778,304,856,615,1139,311,283,1188,88013,1.0989399293286222,420.4878119517854
2431,916,5778,306,816,643,1160,337,344,1362,115928,0.9796511627906976,481.56515654685813
2432,57,21098,234,660,660,1296,426,636,2124,270936,0.6698113207547169,765.4880795936668
2433,1158,21098,60,544,880,1424,820,880,3400,721600,0.9318181818181818,1202.8299963003915
2434,553,21098,57,550,907,1400,850,850,3400,722500,1.0,1202.0815280171307
2435,1689,21098,87,764,756,1360,669,596,2530,398724,1.12248322147651,895.9782363428254
2436,651,15722,26,343,180,400,154,57,422,8778,2.701754385964912,164.21023110634732
2437,537,15722,76,376,115,387,39,11,100,429,3.5454545454545454,40.52159917870962
2438,965,15722,42,351,194,413,152,62,428,9424,2.4516129032258065,164.1584600317632
2439,1347,15722,28,341,185,420,157,79,472,12403,1.9873417721518989,175.75551200460256
2440,961,15722,17,322,202,434,185,112,594,20720,1.6517857142857142,216.26141588364763
2441,809,15722,32,335,202,438,170,103,546,17510,1.6504854368932038,198.76870981117727
2442,400,26393,192,500,543,682,351,182,1066,63882,1.9285714285714288,395.37956446938426
2443,567,26393,202,498,533,678,331,180,1022,59580,1.8388888888888888,376.77712244774096
2444,1418,26393,154,502,549,716,395,214,1218,84530,1.8457943925233644,449.24492206367785
2445,1698,26393,184,486,381,641,197,155,704,30535,1.2709677419354841,250.6671099286861
2446,115,26393,184,474,547,697,363,223,1172,80949,1.6278026905829597,426.0258208137155
2447,1323,26393,173,486,551,733,378,247,1250,93366,1.5303643724696356,451.5451250982564
2448,1311,26393,152,494,402,670,250,176,852,44000,1.4204545454545454,305.73845031333565
2449,181,26393,199,527,546,699,347,172,1038,59684,2.0174418604651163,387.28929755416686
2450,1116,26393,193,490,421,670,228,180,816,41040,1.2666666666666666,290.4892424858449
2451,886,26393,188,498,369,635,181,137,636,24797,1.3211678832116789,227.00220263248548
2452,1707,26393,204,518,368,638,164,120,568,19680,1.3666666666666667,203.2141727340886
2453,119,26393,204,521,366,622,162,101,526,16362,1.603960396039604,190.90573590125572
2454,1268,26393,204,461,365,658,161,197,716,31717,0.8172588832487309,254.42091109026396
2455,878,26393,215,498,550,669,335,171,1012,57285,1.9590643274853798,376.11966180990856
2456,1605,26393,163,505,383,643,220,138,716,30360,1.5942028985507246,259.6998267230843
2457,1118,26393,218,478,359,670,141,192,666,27072,0.734375,238.2120903732638
2458,1703,26393,231,514,504,675,273,161,868,43953,1.6956521739130437,316.9384798348096
2459,1643,26393,161,490,544,697,383,207,1180,79281,1.85024154589372,435.35962146253297
2460,761,26191,85,301,202,465,117,164,562,19188,0.7134146341463414,201.45719148245863
2461,1401,26191,114,340,213,464,99,124,446,12276,0.7983870967741935,158.67261893597143
2462,1030,26191,350,367,501,443,151,76,454,11476,1.9868421052631582,169.04733065032408
2463,1361,26191,62,288,246,513,184,225,818,41400,0.8177777777777778,290.65615424415154
2464,379,26191,74,343,172,541,98,198,592,19404,0.494949494949495,220.92532675091826
2465,656,26191,67,335,219,580,152,245,794,37240,0.6204081632653061,288.3210016630769
2466,1307,26191,53,318,217,561,164,243,814,39852,0.6748971193415638,293.1637767528587
2467,1085,26191,40,296,204,597,164,301,930,49364,0.5448504983388704,342.7783540423753
2468,1573,26191,111,297,186,404,75,107,364,8025,0.7009345794392523,130.66751700403586
2469,1680,26191,47,283,105,324,58,41,198,2378,1.4146341463414631,71.02816342831905
2470,1154,26191,56,308,523,531,467,223,1380,104141,2.094170403587444,517.5113525324831
2471,422,26191,66,296,202,590,136,294,860,39984,0.4625850340136055,323.9320916488516
2472,1145,29008,198,400,736,868,538,468,2012,251784,1.1495726495726497,713.069421585304
2473,252,29008,334,574,524,861,190,287,954,54530,0.662020905923345,344.19325966671687
2474,1504,29008,375,549,537,692,162,143,610,23166,1.132867132867133,216.08563117431015
2475,589,29008,174,386,731,881,557,495,2104,275715,1.1252525252525252,745.167095355129
2476,1138,29008,211,406,743,881,532,475,2014,252700,1.12,713.1963264066915
2477,907,29008,143,421,674,818,531,397,1856,210807,1.3375314861460956,663.0007541473841
2478,1141,29008,208,405,647,881,439,476,1830,208964,0.9222689075630252,647.5314664168839
2479,485,29008,164,374,710,901,546,527,2146,287742,1.0360531309297911,758.8445163536467
2480,806,29008,236,403,699,851,463,448,1822,207424,1.0334821428571428,644.2615928332217
2481,1348,29008,295,411,591,820,296,409,1410,121064,0.7237163814180929,504.8732514205917
2482,1318,27958,169,363,445,604,276,241,1034,66516,1.1452282157676348,366.4109714514564
2483,735,27958,133,400,497,637,364,237,1202,86268,1.5358649789029537,434.35584490138956
2484,269,27958,164,370,403,557,239,187,852,44693,1.2780748663101604,303.4633421024688
2485,1038,27958,85,347,467,664,382,317,1398,121094,1.2050473186119874,496.400040290087
2486,1411,27958,19,343,502,703,483,360,1686,173880,1.3416666666666666,602.4026892370252
2487,1597,27958,72,364,488,641,416,277,1386,115232,1.5018050541516246,499.78495375511255
2488,172,27958,37,350,456,679,419,329,1496,137851,1.2735562310030395,532.7307011990205
2489,784,27958,233,416,375,500,142,84,452,11928,1.6904761904761905,164.98484778912274
2490,886,27958,87,349,500,652,413,303,1432,125139,1.363036303630363,512.2284646522487
2491,66,27958,71,363,497,628,426,265,1382,112890,1.6075471698113208,501.6981164006897
2492,1113,27958,181,413,419,611,238,198,872,47124,1.2020202020202022,309.5932815808508
2493,850,20383,455,556,746,874,291,318,1218,92538,0.9150943396226416,431.0510410612646
2494,1652,20383,38,432,749,854,711,422,2266,300042,1.6848341232227488,826.804088040208
2495,1721,20383,327,514,715,820,388,306,1388,118728,1.2679738562091505,494.1457274934187
2496,898,20383,23,418,747,867,724,449,2346,325076,1.6124721603563474,851.925466223425
2497,120,20383,501,544,729,863,228,319,1094,72732,0.7147335423197492,392.10330271498606
2498,1329,20383,61,402,744,857,683,455,2276,310765,1.5010989010989007,820.6789871807368
2499,1615,20383,556,493,563,496,7,3,20,21,2.333333333333333,7.615773105863909
2500,125,20383,478,540,745,820,267,280,1094,74760,0.9535714285714286,386.8966270207069
2501,917,13504,142,788,635,1297,493,509,2004,250937,0.9685658153241652,708.6113180016249
2502,831,13504,99,785,657,1226,558,441,1998,246078,1.2653061224489797,711.2278116046925
2503,1212,13504,81,765,627,1262,546,497,2086,271362,1.0985915492957747,738.3258088405146
2504,1241,14020,57,1001,200,1083,143,82,450,11726,1.7439024390243902,164.84234892769516
2505,1439,14020,53,972,212,1077,159,105,528,16695,1.5142857142857142,190.541334098405
2506,1207,14020,73,994,199,1080,126,86,424,10836,1.4651162790697674,152.55163060419906
2507,1733,14020,64,979,202,1081,138,102,480,14076,1.3529411764705883,171.6041957529011
2508,903,14020,58,973,197,1063,139,90,458,12510,1.5444444444444445,165.59287424282482
2509,700,14020,72,979,179,1089,107,110,434,11770,0.9727272727272728,153.45683432157722
2510,909,14020,151,975,179,998,28,23,102,644,1.2173913043478262,36.235341863986875
2511,1383,14020,55,984,194,1080,139,96,470,13344,1.4479166666666667,168.92897915988246
2512,1508,14020,62,1008,133,1074,71,66,274,4686,1.0757575757575757,96.93812459502195
2513,1389,14020,148,972,182,1013,34,41,150,1394,0.8292682926829268,53.2634959423431
2514,174,20968,274,536,814,982,540,446,1972,240840,1.210762331838565,700.3684744475582
2515,1702,20968,268,565,677,920,409,355,1528,145195,1.152112676056338,541.5773259655541
2516,1636,20968,212,570,590,924,378,354,1464,133812,1.0677966101694916,517.880295048962
2517,168,20968,286,573,627,970,341,397,1476,135377,0.8589420654911839,523.345010485435
2518,886,20968,301,602,593,1000,292,398,1380,116216,0.7336683417085427,493.62738983974543
2519,597,11184,189,518,322,655,133,137,540,18221,0.9708029197080292,190.93978108293726
2520,831,11184,181,505,363,667,182,162,688,29484,1.1234567901234571,243.6554944999189
2521,1212,11184,181,507,329,672,148,165,626,24420,0.8969696969696971,221.65062598603234
2522,820,11184,189,517,308,647,119,130,498,15470,0.9153846153846154,176.24131184259835
2523,917,11184,190,528,319,636,129,108,474,13932,1.1944444444444444,168.24089871371942
2524,1405,11184,190,532,317,649,127,117,488,14859,1.0854700854700854,172.67889274604468
2525,1032,11184,190,529,321,661,131,132,526,17292,0.9924242424242424,185.9704277566732
2526,1256,11184,195,529,270,655,75,126,402,9450,0.5952380952380952,146.63219291819925
2527,1646,7290,93,562,642,921,549,359,1816,197091,1.5292479108635098,655.9588401721559
2528,1126,7290,92,610,416,937,324,327,1302,105948,0.9908256880733946,460.3314023613857
2529,742,7290,133,615,590,897,457,282,1478,128874,1.6205673758865249,537.0037243818706
2530,75,7290,126,554,669,923,543,369,1824,200367,1.4715447154471544,656.5135185203729
2531,952,7290,235,667,286,709,51,42,186,2142,1.2142857142857142,66.06814663663572
2532,1133,7290,119,608,517,897,398,289,1374,115022,1.3771626297577857,491.85871955267805
2533,1420,7290,121,598,621,913,500,315,1630,157500,1.5873015873015872,590.9526207742884
2534,947,7290,145,553,646,905,501,352,1706,176352,1.4232954545454546,612.2948636073962
2535,25,7290,100,564,667,916,567,352,1838,199584,1.6107954545454546,667.3777041526035
2536,185,7290,139,644,303,864,164,220,768,36080,0.7454545454545455,274.40116617827994
