userId,itemId,Xmin,Ymin,Xmax,Ymax,Xmin_true,Ymin_true,Xmax_true,Ymax_true,acc,se_Xmin,se_Ymin,se_Xmax,se_Ymax,Y_xmin,Y_ymin,Y_xmax,Y_ymax,L,H,P,S,L/H,D
612,28739,80,998,929,1372,35,799,934,1468,0.9515128464695799,2025,39601,25,9216,1,0,1,1,849.0,374.0,2446.0,317526.0,2.270053475935829,927.7267916795332
61,28739,104,964,900,1330,35,799,934,1468,0.9502555567629604,4761,27225,1156,19044,0,1,0,0,796.0,366.0,2324.0,291336.0,2.1748633879781423,876.1118650035507
619,28739,121,952,926,1407,35,799,934,1468,0.9670283161850076,7396,23409,64,3721,0,1,1,1,805.0,455.0,2520.0,366275.0,1.7692307692307692,924.6891369536037
291,8316,136,792,336,956,96,738,337,962,0.990003309907822,1600,2916,1,36,0,1,1,1,200.0,164.0,728.0,32800.0,1.2195121951219512,258.64261056523543
421,8316,101,798,230,956,96,738,337,962,0.9668240748313621,25,3600,11449,36,1,0,0,1,129.0,158.0,574.0,20382.0,0.8164556962025317,203.9730374338726
899,8316,47,794,224,957,96,738,337,962,0.9597519600088484,2401,3136,12769,25,0,1,0,1,177.0,163.0,680.0,28851.0,1.0858895705521472,240.6200324162558
74,8316,71,799,358,926,96,738,337,962,0.9866440004764512,625,3721,441,1296,1,0,1,0,287.0,127.0,828.0,36449.0,2.25984251968504,313.8439102483908
124,8316,38,784,249,954,96,738,337,962,0.9708245073698968,3364,2116,7744,64,0,1,1,1,211.0,170.0,762.0,35870.0,1.241176470588235,270.96309711840837
25,8316,127,815,191,870,96,738,337,962,0.919486355001062,961,5929,21316,8464,1,0,0,0,64.0,55.0,238.0,3520.0,1.1636363636363636,84.38601779915912
343,8316,69,792,224,945,96,738,337,962,0.9633264408939934,729,2916,12769,289,1,1,0,1,155.0,153.0,616.0,23715.0,1.0130718954248366,217.793480159531
753,8316,43,752,284,959,96,738,337,962,0.9872148635170762,2809,196,2809,9,0,1,1,1,241.0,207.0,896.0,49887.0,1.1642512077294689,317.6948221170751
635,8316,69,818,215,937,96,738,337,962,0.950295394178185,729,6400,14884,625,1,0,0,1,146.0,119.0,530.0,17374.0,1.2268907563025209,188.35339126227592
76,8316,78,798,234,941,96,738,337,962,0.9671226801141508,324,3600,10609,441,1,0,0,1,156.0,143.0,598.0,22308.0,1.0909090909090908,211.62466774929612
32,34247,50,1322,218,1416,65,1309,210,1462,0.9983705983524941,225,169,64,2116,0,1,1,1,168.0,94.0,524.0,15792.0,1.7872340425531914,192.50974001333026
94,34247,50,1319,218,1433,65,1309,210,1462,0.9992213814971124,225,100,64,841,0,1,1,1,168.0,114.0,564.0,19152.0,1.4736842105263157,203.0270917882636
250,34247,50,1311,147,1423,65,1309,210,1462,0.9963797404731596,225,4,3969,1521,0,1,0,1,97.0,112.0,418.0,10864.0,0.8660714285714286,148.16544806398016
765,34247,53,1321,137,1408,65,1309,210,1462,0.9945984132641144,144,144,5329,2916,1,1,0,0,84.0,87.0,342.0,7308.0,0.9655172413793104,120.93386622447822
138,34247,63,1338,134,1405,65,1309,210,1462,0.9937520612817072,4,841,5776,3249,1,0,0,0,71.0,67.0,276.0,4757.0,1.0597014925373134,97.62171889492625
88,34247,50,1329,205,1414,65,1309,210,1462,0.9981300495467238,225,400,25,2304,0,0,1,0,155.0,85.0,480.0,13175.0,1.8235294117647056,176.77669529663692
814,34247,56,1323,197,1413,65,1309,210,1462,0.9981977830262432,81,196,169,2401,1,1,1,0,141.0,90.0,462.0,12690.0,1.5666666666666669,167.27522231340782
1092,5778,292,796,694,1191,198,815,581,1198,0.9582557482488842,8836,361,12769,49,1,1,0,1,402.0,395.0,1594.0,158790.0,1.017721518987342,563.5858408441433
1097,5778,242,809,679,1195,198,815,581,1198,0.9780328341341504,1936,36,9604,9,1,1,0,1,437.0,386.0,1646.0,168682.0,1.1321243523316062,583.0651764597162
1399,5778,333,860,589,1114,198,815,581,1198,0.9481017410661804,18225,2025,64,7056,0,0,1,0,256.0,254.0,1020.0,65024.0,1.0078740157480317,360.62723136224747
830,5778,284,838,496,1041,198,815,581,1198,0.9245342050673332,7396,529,7225,24649,1,1,0,0,212.0,203.0,830.0,43036.0,1.0443349753694582,293.51831288694746
1459,5778,310,825,652,1161,198,815,581,1198,0.9638703169263791,12544,100,5041,1369,0,1,1,1,342.0,336.0,1356.0,114912.0,1.0178571428571428,479.43717002335137
1353,5778,301,830,681,1200,198,815,581,1198,0.9604875440386212,10609,225,10000,4,0,1,0,1,380.0,370.0,1500.0,140600.0,1.027027027027027,530.3772242470449
1694,5778,288,830,585,1206,198,815,581,1198,0.9840626647300418,8100,225,16,64,1,1,1,1,297.0,376.0,1346.0,111672.0,0.7898936170212766,479.150289575202
1164,5778,304,856,615,1139,198,815,581,1198,0.9667145766414222,11236,1681,1156,3481,0,0,1,1,311.0,283.0,1188.0,88013.0,1.0989399293286222,420.4878119517854
916,5778,306,816,643,1160,198,815,581,1198,0.9678541767005828,11664,1,3844,1444,0,1,1,1,337.0,344.0,1362.0,115928.0,0.9796511627906976,481.56515654685813
57,21098,234,660,660,1296,24,776,596,1208,0.9038873838687695,44100,13456,4096,7744,0,1,1,1,426.0,636.0,2124.0,270936.0,0.6698113207547169,765.4880795936667
1158,21098,60,544,880,1424,24,776,596,1208,0.7473338984083719,1296,53824,80656,46656,1,0,0,0,820.0,880.0,3400.0,721600.0,0.9318181818181818,1202.8299963003915
553,21098,57,550,907,1400,24,776,596,1208,0.7427385087558931,1089,51076,96721,36864,1,0,0,0,850.0,850.0,3400.0,722500.0,1.0,1202.0815280171307
1689,21098,87,764,756,1360,24,776,596,1208,0.9268490972649258,3969,144,25600,23104,1,1,1,1,669.0,596.0,2530.0,398724.0,1.12248322147651,895.9782363428253
651,15722,26,343,180,400,37,376,193,433,0.974713827223106,121,1089,169,1089,1,1,1,0,154.0,57.0,422.0,8778.0,2.701754385964912,164.21023110634732
537,15722,76,376,115,387,37,376,193,433,0.9004023964488705,1521,0,6084,2116,0,1,0,0,39.0,11.0,100.0,429.0,3.5454545454545454,40.521599178709614
965,15722,42,351,194,413,37,376,193,433,0.9892318607826112,25,625,1,400,1,1,1,1,152.0,62.0,428.0,9424.0,2.4516129032258065,164.15846003176318
1347,15722,28,341,185,420,37,376,193,433,0.9842320016597892,81,1225,64,169,1,1,1,1,157.0,79.0,472.0,12403.0,1.9873417721518989,175.75551200460254
961,15722,17,322,202,434,37,376,193,433,0.9651854071734659,400,2916,81,1,0,0,1,1,185.0,112.0,594.0,20720.0,1.6517857142857142,216.26141588364757
809,15722,32,335,202,438,37,376,193,433,0.9814349493226368,25,1681,81,25,1,0,1,1,170.0,103.0,546.0,17510.0,1.6504854368932038,198.76870981117733
400,26393,192,500,543,682,141,455,509,842,0.8730751924933897,2601,2025,1156,25600,1,0,1,1,351.0,182.0,1066.0,63882.0,1.9285714285714288,395.37956446938415
567,26393,202,498,533,678,141,455,509,842,0.8663613061744498,3721,1849,576,26896,0,1,1,1,331.0,180.0,1022.0,59580.0,1.8388888888888888,376.77712244774096
1418,26393,154,502,549,716,141,455,509,842,0.9197003018215462,169,2209,1600,15876,1,0,1,1,395.0,214.0,1218.0,84530.0,1.8457943925233644,449.24492206367785
1698,26393,184,486,381,641,141,455,509,842,0.7589674366402257,1849,961,16384,40401,1,1,0,0,197.0,155.0,704.0,30535.0,1.2709677419354841,250.6671099286861
115,26393,184,474,547,697,141,455,509,842,0.9001855418884828,1849,361,1444,21025,1,1,1,1,363.0,223.0,1172.0,80949.0,1.6278026905829597,426.02582081371554
1323,26393,173,486,551,733,141,455,509,842,0.9367843113463667,1024,961,1764,11881,1,1,1,1,378.0,247.0,1250.0,93366.0,1.5303643724696356,451.5451250982564
1311,26393,152,494,402,670,141,455,509,842,0.8274005429754447,121,1521,11449,29584,1,1,0,1,250.0,176.0,852.0,44000.0,1.4204545454545454,305.7384503133356
181,26393,199,527,546,699,141,455,509,842,0.8771844144813674,3364,5184,1369,20449,0,0,1,1,347.0,172.0,1038.0,59684.0,2.0174418604651163,387.28929755416686
1116,26393,193,490,421,670,141,455,509,842,0.8331356579153585,2704,1225,7744,29584,1,1,1,1,228.0,180.0,816.0,41040.0,1.2666666666666666,290.4892424858449
886,26393,188,498,369,635,141,455,509,842,0.7310117846905191,2209,1849,19600,42849,1,1,0,0,181.0,137.0,636.0,24797.0,1.3211678832116789,227.00220263248548
1707,26393,204,518,368,638,141,455,509,842,0.7191694599062685,3969,3969,19881,41616,0,0,0,0,164.0,120.0,568.0,19680.0,1.3666666666666667,203.2141727340886
119,26393,204,521,366,622,141,455,509,842,0.687868998326584,3969,4356,20449,48400,0,0,0,0,162.0,101.0,526.0,16362.0,1.603960396039604,190.9057359012557
1268,26393,204,461,365,658,141,455,509,842,0.763003857451251,3969,36,20736,33856,0,1,0,0,161.0,197.0,716.0,31717.0,0.8172588832487309,254.420911090264
878,26393,215,498,550,669,141,455,509,842,0.8425270097422131,5476,1849,1681,29929,0,1,1,0,335.0,171.0,1012.0,57285.0,1.9590643274853798,376.1196618099086
1605,26393,163,505,383,643,141,455,509,842,0.7635539107882244,484,2500,15876,39601,1,0,0,0,220.0,138.0,716.0,30360.0,1.5942028985507246,259.6998267230843
1118,26393,218,478,359,670,141,455,509,842,0.7632263054919388,5929,529,22500,29584,0,1,0,1,141.0,192.0,666.0,27072.0,0.734375,238.2120903732638
1703,26393,231,514,504,675,141,455,509,842,0.8402620842370285,8100,3481,25,27889,0,0,1,1,273.0,161.0,868.0,43953.0,1.6956521739130437,316.9384798348096
1643,26393,161,490,544,697,141,455,509,842,0.9034373277923547,400,1225,1225,21025,1,1,1,1,383.0,207.0,1180.0,79281.0,1.85024154589372,435.35962146253297
761,26191,85,301,202,465,122,267,445,570,0.37572875642767467,1369,1156,59049,11025,1,1,0,1,117.0,164.0,562.0,19188.0,0.7134146341463414,201.4571914824586
1401,26191,114,340,213,464,122,267,445,570,0.394181987032865,64,5329,53824,11236,1,0,0,0,99.0,124.0,446.0,12276.0,0.7983870967741935,158.67261893597143
1030,26191,350,367,501,443,122,267,445,570,0.3013483068773969,51984,10000,3136,16129,0,0,1,0,151.0,76.0,454.0,11476.0,1.9868421052631584,169.04733065032408
1361,26191,62,288,246,513,122,267,445,570,0.5967891722702805,3600,441,39601,3249,1,1,1,1,184.0,225.0,818.0,41400.0,0.8177777777777778,290.6561542441516
379,26191,74,343,172,541,122,267,445,570,0.28242213699760954,2304,5776,74529,841,1,0,0,1,98.0,198.0,592.0,19404.0,0.494949494949495,220.92532675091823
656,26191,67,335,219,580,122,267,445,570,0.4941699485786025,3025,4624,51076,100,1,0,1,1,152.0,245.0,794.0,37240.0,0.6204081632653061,288.32100166307686
1307,26191,53,318,217,561,122,267,445,570,0.4889934132457392,4761,2601,51984,81,1,1,1,1,164.0,243.0,814.0,39852.0,0.6748971193415638,293.1637767528587
1085,26191,40,296,204,597,122,267,445,570,0.4292482845202677,6724,841,58081,729,1,1,0,1,164.0,301.0,930.0,49364.0,0.5448504983388704,342.77835404237527
1573,26191,111,297,186,404,122,267,445,570,0.17744681582884758,121,900,67081,27556,1,1,0,0,75.0,107.0,364.0,8025.0,0.7009345794392523,130.66751700403586
1680,26191,47,283,105,324,122,267,445,570,-0.5649732574337456,5625,256,115600,60516,1,1,0,0,58.0,41.0,198.0,2378.0,1.4146341463414631,71.02816342831905
1154,26191,56,308,523,531,122,267,445,570,0.8826938621081053,4356,1681,6084,1521,1,1,1,1,467.0,223.0,1380.0,104141.0,2.094170403587444,517.5113525324831
422,26191,66,296,202,590,122,267,445,570,0.4546064285345761,3136,841,59049,400,1,1,0,1,136.0,294.0,860.0,39984.0,0.4625850340136055,323.9320916488516
1145,29008,198,400,736,868,242,529,738,860,0.9150990113098864,1936,16641,4,64,1,0,1,1,538.0,468.0,2012.0,251784.0,1.1495726495726497,713.069421585304
252,29008,334,574,524,861,242,529,738,860,0.7436987369583408,8464,2025,45796,1,0,1,0,1,190.0,287.0,954.0,54530.0,0.662020905923345,344.19325966671687
1504,29008,375,549,537,692,242,529,738,860,0.6051432376897551,17689,400,40401,28224,0,1,0,0,162.0,143.0,610.0,23166.0,1.132867132867133,216.08563117431012
589,29008,174,386,731,881,242,529,738,860,0.8835975342512536,4624,20449,49,441,1,0,1,1,557.0,495.0,2104.0,275715.0,1.1252525252525252,745.1670953551289
1138,29008,211,406,743,881,242,529,738,860,0.9246113827431741,961,15129,25,441,1,0,1,1,532.0,475.0,2014.0,252700.0,1.12,713.1963264066915
907,29008,143,421,674,818,242,529,738,860,0.8755741745262883,9801,11664,4096,1764,0,1,1,1,531.0,397.0,1856.0,210807.0,1.3375314861460956,663.0007541473841
1141,29008,208,405,647,881,242,529,738,860,0.8850045820123288,1156,15376,8281,441,1,0,1,1,439.0,476.0,1830.0,208964.0,0.9222689075630252,647.5314664168839
485,29008,164,374,710,901,242,529,738,860,0.8516725767985109,6084,24025,784,1681,0,0,1,1,546.0,527.0,2146.0,287742.0,1.0360531309297911,758.8445163536467
806,29008,236,403,699,851,242,529,738,860,0.9202490793285788,36,15876,1521,81,1,0,1,1,463.0,448.0,1822.0,207424.0,1.0334821428571428,644.2615928332217
1348,29008,295,411,591,820,242,529,738,860,0.8181220010587009,2809,13924,21609,1600,1,0,0,1,296.0,409.0,1410.0,121064.0,0.7237163814180929,504.87325142059166
1318,27958,169,363,445,604,221,439,508,592,0.8336239926014004,2704,5776,3969,144,1,0,1,1,276.0,241.0,1034.0,66516.0,1.1452282157676348,366.41097145145636
735,27958,133,400,497,637,221,439,508,592,0.8492403223675519,7744,1521,121,2025,1,1,1,1,364.0,237.0,1202.0,86268.0,1.5358649789029537,434.3558449013896
269,27958,164,370,403,557,221,439,508,592,0.7323292376800106,3249,4761,11025,1225,1,1,0,1,239.0,187.0,852.0,44693.0,1.2780748663101604,303.4633421024688
1038,27958,85,347,467,664,221,439,508,592,0.5531113753468093,18496,8464,1681,5184,0,0,1,0,382.0,317.0,1398.0,121094.0,1.2050473186119874,496.40004029008696
1411,27958,19,343,502,703,221,439,508,592,0.17588849253534156,40804,9216,36,12321,0,0,1,0,483.0,360.0,1686.0,173880.0,1.3416666666666666,602.4026892370252
1597,27958,72,364,488,641,221,439,508,592,0.5953626634958382,22201,5625,400,2401,0,0,1,1,416.0,277.0,1386.0,115232.0,1.5018050541516246,499.78495375511255
172,27958,37,350,456,679,221,439,508,592,0.3123265953230281,33856,7921,2704,7569,0,0,1,0,419.0,329.0,1496.0,137851.0,1.2735562310030395,532.7307011990205
784,27958,233,416,375,500,221,439,508,592,0.6455806579468886,144,529,17689,8464,1,1,0,0,142.0,84.0,452.0,11928.0,1.6904761904761905,164.98484778912274
886,27958,87,349,500,652,221,439,508,592,0.6073457524111507,17956,8100,64,3600,0,0,1,1,413.0,303.0,1432.0,125139.0,1.363036303630363,512.2284646522487
66,27958,71,363,497,628,221,439,508,592,0.6077024706037786,22500,5776,121,1296,0,0,1,1,426.0,265.0,1382.0,112890.0,1.6075471698113208,501.6981164006897
1113,27958,181,413,419,611,221,439,508,592,0.8605099748976086,1600,676,7921,361,1,1,0,1,238.0,198.0,872.0,47124.0,1.2020202020202022,309.5932815808508
850,20383,455,556,746,874,37,388,751,934,0.5653336700017886,174724,28224,25,3600,0,0,1,1,291.0,318.0,1218.0,92538.0,0.9150943396226416,431.05104106126464
1652,20383,38,432,749,854,37,388,751,934,0.9824490525939252,1,1936,4,6400,1,1,1,1,711.0,422.0,2266.0,300042.0,1.6848341232227488,826.804088040208
1721,20383,327,514,715,820,37,388,751,934,0.7595598059948027,84100,15876,1296,12996,1,0,1,1,388.0,306.0,1388.0,118728.0,1.2679738562091505,494.1457274934186
898,20383,23,418,747,867,37,388,751,934,0.9882144998895308,196,900,16,4489,1,1,1,1,724.0,449.0,2346.0,325076.0,1.6124721603563474,851.925466223425
120,20383,501,544,729,863,37,388,751,934,0.4841460720260077,215296,24336,484,5041,0,0,1,1,228.0,319.0,1094.0,72732.0,0.7147335423197492,392.10330271498606
1329,20383,61,402,744,857,37,388,751,934,0.9857967995454976,576,196,49,5929,1,1,1,1,683.0,455.0,2276.0,310765.0,1.5010989010989009,820.6789871807367
1615,20383,556,493,563,496,37,388,751,934,-0.06802596555460871,269361,11025,35344,191844,0,1,0,0,7.0,3.0,20.0,21.0,2.333333333333333,7.615773105863909
125,20383,478,540,745,820,37,388,751,934,0.5147408178939283,194481,23104,36,12996,0,0,1,1,267.0,280.0,1094.0,74760.0,0.9535714285714286,386.8966270207069
917,13504,142,788,635,1297,75,810,666,1073,0.8951736146140423,4489,484,961,50176,0,1,0,0,493.0,509.0,2004.0,250937.0,0.9685658153241652,708.6113180016249
831,13504,99,785,657,1226,75,810,666,1073,0.9538715330321746,576,625,81,23409,1,1,1,1,558.0,441.0,1998.0,246078.0,1.2653061224489797,711.2278116046925
1212,13504,81,765,627,1262,75,810,666,1073,0.9265729562497901,36,2025,1521,35721,1,0,0,1,546.0,497.0,2086.0,271362.0,1.0985915492957747,738.3258088405147
1241,14020,57,1001,200,1083,48,992,181,1094,0.9992649733852456,81,81,361,121,1,1,1,1,143.0,82.0,450.0,11726.0,1.7439024390243902,164.84234892769516
1439,14020,53,972,212,1077,48,992,181,1094,0.9980882459942334,25,400,961,289,1,0,0,1,159.0,105.0,528.0,16695.0,1.5142857142857142,190.541334098405
1207,14020,73,994,199,1080,48,992,181,1094,0.9986885938193278,625,4,324,196,1,1,1,1,126.0,86.0,424.0,10836.0,1.4651162790697674,152.55163060419906
1733,14020,64,979,202,1081,48,992,181,1094,0.9988187072262876,256,169,441,169,1,1,1,1,138.0,102.0,480.0,14076.0,1.3529411764705883,171.6041957529011
903,14020,58,973,197,1063,48,992,181,1094,0.998084821957208,100,361,256,961,1,0,1,1,139.0,90.0,458.0,12510.0,1.5444444444444445,165.59287424282482
700,14020,72,979,179,1089,48,992,181,1094,0.9991165984474846,576,169,4,25,1,1,1,1,107.0,110.0,434.0,11770.0,0.9727272727272728,153.45683432157722
909,14020,151,975,179,998,48,992,181,1094,0.9770384077086488,10609,289,4,9216,0,0,1,0,28.0,23.0,102.0,644.0,1.2173913043478262,36.23534186398688
1383,14020,55,984,194,1080,48,992,181,1094,0.9994544367673096,49,64,169,196,1,1,1,1,139.0,96.0,470.0,13344.0,1.4479166666666667,168.92897915988246
1508,14020,62,1008,133,1074,48,992,181,1094,0.9963979130494331,196,256,2304,400,1,0,0,1,71.0,66.0,274.0,4686.0,1.0757575757575757,96.93812459502195
1389,14020,148,972,182,1013,48,992,181,1094,0.9806404946592155,10000,400,1,6561,0,0,1,0,34.0,41.0,150.0,1394.0,0.8292682926829268,53.2634959423431
174,20968,274,536,814,982,228,485,834,917,0.9694536180230848,2116,2601,400,4225,1,1,1,0,540.0,446.0,1972.0,240840.0,1.210762331838565,700.3684744475582
1702,20968,268,565,677,920,228,485,834,917,0.8932151849066475,1600,6400,24649,9,1,1,1,1,409.0,355.0,1528.0,145195.0,1.152112676056338,541.5773259655541
1636,20968,212,570,590,924,228,485,834,917,0.7807082366020338,256,7225,59536,49,1,1,0,1,378.0,354.0,1464.0,133812.0,1.0677966101694916,517.880295048962
168,20968,286,573,627,970,228,485,834,917,0.8143870777883138,3364,7744,42849,2809,0,0,0,0,341.0,397.0,1476.0,135377.0,0.8589420654911839,523.3450104854351
886,20968,301,602,593,1000,228,485,834,917,0.7253768433443416,5329,13689,58081,6889,0,0,0,0,292.0,398.0,1380.0,116216.0,0.7336683417085427,493.62738983974543
597,11184,189,518,322,655,94,492,322,708,0.9383695266622,9025,676,0,2809,0,1,1,1,133.0,137.0,540.0,18221.0,0.9708029197080292,190.93978108293732
831,11184,181,505,363,667,94,492,322,708,0.9453158869664604,7569,169,1681,1681,1,1,0,1,182.0,162.0,688.0,29484.0,1.1234567901234571,243.6554944999189
1212,11184,181,507,329,672,94,492,322,708,0.9549767469357192,7569,225,49,1296,1,1,1,1,148.0,165.0,626.0,24420.0,0.8969696969696971,221.65062598603242
820,11184,189,517,308,647,94,492,322,708,0.9331622196823396,9025,625,196,3721,0,1,1,0,119.0,130.0,498.0,15470.0,0.9153846153846154,176.24131184259838
917,11184,190,528,319,636,94,492,322,708,0.922629369802546,9216,1296,9,5184,0,0,1,0,129.0,108.0,474.0,13932.0,1.1944444444444444,168.24089871371942
1405,11184,190,532,317,649,94,492,322,708,0.9294427146967248,9216,1600,25,3481,0,0,1,0,127.0,117.0,488.0,14859.0,1.0854700854700854,172.67889274604468
1032,11184,190,529,321,661,94,492,322,708,0.9369654751113388,9216,1369,1,2209,0,0,1,1,131.0,132.0,526.0,17292.0,0.9924242424242424,185.9704277566732
1256,11184,195,529,270,655,94,492,322,708,0.9158406573917156,10201,1369,2704,2809,0,0,0,1,75.0,126.0,402.0,9450.0,0.5952380952380952,146.63219291819925
1646,7290,93,562,642,921,121,711,526,909,0.8918553015954188,784,22201,13456,144,1,0,1,1,549.0,359.0,1816.0,197091.0,1.5292479108635098,655.9588401721559
1126,7290,92,610,416,937,121,711,526,909,0.9292751112743473,841,10201,12100,784,1,1,1,1,324.0,327.0,1302.0,105948.0,0.9908256880733946,460.33140236138564
742,7290,133,615,590,897,121,711,526,909,0.9597986087658248,144,9216,4096,144,1,1,1,1,457.0,282.0,1478.0,128874.0,1.6205673758865249,537.0037243818706
75,7290,126,554,669,923,121,711,526,909,0.8660377316660595,25,24649,20449,196,1,0,0,1,543.0,369.0,1824.0,200367.0,1.4715447154471544,656.5135185203728
952,7290,235,667,286,709,121,711,526,909,0.6673571354143958,12996,1936,57600,40000,0,1,0,0,51.0,42.0,186.0,2142.0,1.2142857142857142,66.06814663663572
1133,7290,119,608,517,897,121,711,526,909,0.9679630383679416,4,10609,81,144,1,1,1,1,398.0,289.0,1374.0,115022.0,1.3771626297577857,491.85871955267805
1420,7290,121,598,621,913,121,711,526,909,0.935529974792841,0,12769,9025,16,1,1,1,1,500.0,315.0,1630.0,157500.0,1.5873015873015872,590.9526207742884
947,7290,145,553,646,905,121,711,526,909,0.8818906773417126,576,24964,14400,16,1,0,1,1,501.0,352.0,1706.0,176352.0,1.4232954545454546,612.2948636073962
25,7290,100,564,667,916,121,711,526,909,0.8759077644109794,441,21609,19881,49,1,0,0,1,567.0,352.0,1838.0,199584.0,1.6107954545454546,667.3777041526035
185,7290,139,644,303,864,121,711,526,909,0.8327888163276769,324,4489,49729,2025,1,1,0,1,164.0,220.0,768.0,36080.0,0.7454545454545455,274.40116617827994
1427,7290,97,598,614,943,121,711,526,909,0.9342441214702772,576,12769,7744,1156,1,1,1,1,517.0,345.0,1724.0,178365.0,1.4985507246376812,621.5416317512447
413,15600,40,560,114,616,20,530,203,705,0.9404983807312222,400,900,7921,7921,1,0,0,0,74.0,56.0,260.0,4144.0,1.3214285714285714,92.80086206496144
410,15600,45,526,168,639,20,530,203,705,0.9784028074267684,625,16,1225,4356,1,1,1,1,123.0,113.0,472.0,13899.0,1.0884955752212389,167.0269439342048
193,15600,38,524,192,632,20,530,203,705,0.9798329011812158,324,36,121,5329,1,1,1,1,154.0,108.0,524.0,16632.0,1.4259259259259258,188.0957203128237
746,15600,50,575,100,600,20,530,203,705,0.9147532220498242,900,2025,10609,11025,0,0,0,0,50.0,25.0,150.0,1250.0,2.0,55.90169943749475
477,15600,43,536,135,632,20,530,203,705,0.9634909560454435,529,36,4624,5329,1,1,1,1,92.0,96.0,376.0,8832.0,0.9583333333333334,132.96616110875732
1435,15600,60,523,139,642,20,530,203,705,0.9662817215274234,1600,49,4096,3969,0,1,1,1,79.0,119.0,396.0,9401.0,0.6638655462184874,142.8355697996826
105,28987,178,638,794,1151,129,627,876,1375,0.9263903921759906,2401,121,6724,50176,1,1,1,1,616.0,513.0,2258.0,316008.0,1.2007797270955165,801.6389461596785
915,28987,792,1176,796,1180,129,627,876,1375,0.02708394303561279,439569,301401,6400,38025,0,0,1,1,4.0,4.0,16.0,16.0,1.0,5.656854249492381
1257,28987,103,659,798,1103,129,627,876,1375,0.8987090570402613,676,1024,6084,73984,1,1,1,1,695.0,444.0,2278.0,308580.0,1.5653153153153154,824.7187399350157
719,28987,535,975,538,978,129,627,876,1375,0.3090282390869099,164836,121104,114244,157609,0,0,0,0,3.0,3.0,12.0,9.0,1.0,4.242640687119285
831,28987,266,648,773,1102,129,627,876,1375,0.870737852020805,18769,441,10609,74529,1,1,1,0,507.0,454.0,1922.0,230178.0,1.1167400881057268,680.5622675405976
1295,28987,142,627,815,1139,129,627,876,1375,0.9261872355053444,169,0,3721,55696,1,1,1,1,673.0,512.0,2370.0,344576.0,1.314453125,845.619890967567
1585,28987,232,657,757,1108,129,627,876,1375,0.8798910510415651,10609,900,14161,71289,1,1,1,1,525.0,451.0,1952.0,236775.0,1.164079822616408,692.1170421251019
661,4629,55,522,334,738,101,548,347,686,0.9708333976903551,2116,676,169,2704,0,0,1,1,279.0,216.0,990.0,60264.0,1.2916666666666667,352.8413241104279
1404,4629,67,530,345,766,101,548,347,686,0.9594087391687132,1156,324,4,6400,1,1,1,0,278.0,236.0,1028.0,65608.0,1.1779661016949152,364.6642291204335
100,4629,59,527,367,764,101,548,347,686,0.9552641469605466,1764,441,400,6084,0,1,0,0,308.0,237.0,1090.0,72996.0,1.29957805907173,388.6296437483893
952,25072,97,525,694,769,80,401,706,703,0.9244249890375944,289,15376,144,4356,1,0,1,1,597.0,244.0,1682.0,145668.0,2.44672131147541,644.9379815145019
1123,25072,23,416,731,968,80,401,706,703,0.7214462130042238,3249,225,625,70225,0,1,1,0,708.0,552.0,2520.0,390816.0,1.2826086956521738,897.7572054848683
1053,25072,90,471,396,901,80,401,706,703,0.4741643273955198,100,4900,96100,39204,1,0,0,1,306.0,430.0,1472.0,131580.0,0.7116279069767442,527.7650992629201
687,25072,55,449,385,882,80,401,706,703,0.4827581037474562,625,2304,103041,32041,1,1,0,1,330.0,433.0,1526.0,142890.0,0.7621247113163973,544.4162010814888
186,25072,89,414,759,955,80,401,706,703,0.7505331289516193,81,169,2809,63504,1,1,1,0,670.0,541.0,2422.0,362470.0,1.2384473197781884,861.1509739877208
957,25072,37,420,377,935,80,401,706,703,0.3843250718646584,1849,361,108241,53824,0,1,0,0,340.0,515.0,1710.0,175100.0,0.6601941747572816,617.1102008555685
246,18167,42,498,187,609,53,494,138,593,0.9866454446818376,121,16,2401,256,0,1,1,1,145.0,111.0,512.0,16095.0,1.3063063063063065,182.60887163552601
480,18167,42,496,184,601,53,494,138,593,0.9889827308488316,121,4,2116,64,0,1,1,1,142.0,105.0,494.0,14910.0,1.3523809523809525,176.60407696313243
1147,18167,54,496,169,587,53,494,138,593,0.9952107142345028,1,4,961,36,1,1,1,1,115.0,91.0,412.0,10465.0,1.2637362637362637,146.64924138910504
254,18167,41,497,187,608,53,494,138,593,0.9867171405765306,144,9,2401,225,0,1,1,1,146.0,111.0,514.0,16206.0,1.3153153153153154,183.40392580313
1537,12371,106,1030,777,1296,30,906,842,1710,0.8607669904561356,5776,15376,4225,171396,1,1,1,0,671.0,266.0,1874.0,178486.0,2.522556390977444,721.8012191732569
1002,12371,167,939,508,1179,30,906,842,1710,0.7075033397864801,18769,1089,111556,281961,1,1,0,0,341.0,240.0,1162.0,81840.0,1.4208333333333334,416.9904075635313
637,12371,193,1150,529,1422,30,906,842,1710,0.8110629011989268,26569,59536,97969,82944,0,0,0,1,336.0,272.0,1216.0,91392.0,1.2352941176470589,432.29619475540153
1282,12371,205,1078,715,1362,30,906,842,1710,0.8602936181774955,30625,29584,16129,121104,0,0,1,1,510.0,284.0,1588.0,144840.0,1.795774647887324,583.7430941775672
